[DEBUG] 2020-02-16 23:10:51.961 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-16 23:10:51.971 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-16 23:10:51.977 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-16 23:10:52.716 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-16 23:10:52.718 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-16 23:10:53.085 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-02-16 23:10:53.086 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-02-16 23:10:53.092 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-16 23:10:53.753 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-16 23:10:53.798 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-16 23:10:53.805 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-02-16 23:10:53.962 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@46d8f407
[DEBUG] 2020-02-16 23:10:53.963 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@522ba524
[DEBUG] 2020-02-16 23:10:53.963 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@522ba524
[DEBUG] 2020-02-16 23:10:53.964 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@7ec58feb
[DEBUG] 2020-02-16 23:10:53.964 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@7ec58feb
[DEBUG] 2020-02-16 23:10:53.965 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@7b7b3edb
[DEBUG] 2020-02-16 23:10:53.965 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@7b7b3edb
[DEBUG] 2020-02-16 23:10:53.967 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@6a9d5dff
[DEBUG] 2020-02-16 23:10:53.969 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@65ae095c
[DEBUG] 2020-02-16 23:10:53.969 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@65ae095c
[DEBUG] 2020-02-16 23:10:53.969 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@65ae095c
[DEBUG] 2020-02-16 23:10:53.971 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@26e412ef
[DEBUG] 2020-02-16 23:10:53.971 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@26e412ef
[DEBUG] 2020-02-16 23:10:53.971 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@26e412ef
[DEBUG] 2020-02-16 23:10:53.977 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@3f92c349
[DEBUG] 2020-02-16 23:10:53.978 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@42435b98
[DEBUG] 2020-02-16 23:10:53.979 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@cb0f763
[DEBUG] 2020-02-16 23:10:53.979 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@cb0f763
[DEBUG] 2020-02-16 23:10:53.979 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@cb0f763
[DEBUG] 2020-02-16 23:10:53.980 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@795fd838
[DEBUG] 2020-02-16 23:10:53.980 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@795fd838
[DEBUG] 2020-02-16 23:10:53.980 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@795fd838
[DEBUG] 2020-02-16 23:10:53.981 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@1704f67f
[DEBUG] 2020-02-16 23:10:53.981 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@257cc1fc
[DEBUG] 2020-02-16 23:10:53.983 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@48c3205a
[DEBUG] 2020-02-16 23:10:53.983 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@48c3205a
[DEBUG] 2020-02-16 23:10:53.983 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@2d746ce4
[DEBUG] 2020-02-16 23:10:54.011 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@27c04377
[DEBUG] 2020-02-16 23:10:54.011 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@27c04377
[DEBUG] 2020-02-16 23:10:54.020 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@65fd6708
[DEBUG] 2020-02-16 23:10:54.020 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@65fd6708
[DEBUG] 2020-02-16 23:10:54.021 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@2532b351
[DEBUG] 2020-02-16 23:10:54.022 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@3b0ee03a
[DEBUG] 2020-02-16 23:10:54.040 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@d8948cd
[DEBUG] 2020-02-16 23:10:54.106 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@54562ea6
[DEBUG] 2020-02-16 23:10:54.112 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@54562ea6
[DEBUG] 2020-02-16 23:10:54.126 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@4a3be6a5
[DEBUG] 2020-02-16 23:10:54.126 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@7cf162bc
[DEBUG] 2020-02-16 23:10:54.126 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@3721177d
[DEBUG] 2020-02-16 23:10:54.127 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@766a4535
[DEBUG] 2020-02-16 23:10:54.127 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@63718b93
[DEBUG] 2020-02-16 23:10:54.127 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@14e2e1c3
[DEBUG] 2020-02-16 23:10:54.127 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@2b4786dd
[DEBUG] 2020-02-16 23:10:54.127 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@f202d6d
[DEBUG] 2020-02-16 23:10:54.398 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-02-16 23:10:54.399 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-02-16 23:10:54.400 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-02-16 23:10:54.400 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-02-16 23:10:54.403 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-02-16 23:10:54.404 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-02-16 23:10:54.405 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-02-16 23:10:54.407 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-02-16 23:10:54.408 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-02-16 23:10:54.409 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-02-16 23:10:54.410 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-02-16 23:10:54.410 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-02-16 23:10:54.410 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-02-16 23:10:54.412 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2020-02-16 23:10:54.420 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/test_streamMedia
[INFO ] 2020-02-16 23:10:54.420 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2020-02-16 23:10:54.421 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2020-02-16 23:10:54.612 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2020-02-16 23:10:56.362 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.19
      major : 8
      minor : 0
[DEBUG] 2020-02-16 23:10:56.363 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2020-02-16 23:10:56.363 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-02-16 23:10:56.494 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2020-02-16 23:10:56.577 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-02-16 23:10:56.686 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-02-16 23:10:56.827 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-02-16 23:10:56.834 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@5f7da3d3] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@103082dd]
[DEBUG] 2020-02-16 23:10:57.641 [main] AnnotationBinder - Binding entity from annotated class: com.streammedia.entity.User
[DEBUG] 2020-02-16 23:10:57.678 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-02-16 23:10:57.683 [main] EntityBinder - Import with entity name User
[DEBUG] 2020-02-16 23:10:57.686 [main] EntityBinder - Bind entity com.streammedia.entity.User on table SM_Users
[DEBUG] 2020-02-16 23:10:57.711 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(SM_Users), mappingColumn=user_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-16 23:10:57.716 [main] PropertyBinder - MetadataSourceProcessor property userId with lazy=false
[DEBUG] 2020-02-16 23:10:57.721 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.streammedia.entity.User:userId]
[DEBUG] 2020-02-16 23:10:57.722 [main] SimpleValueBinder - building SimpleValue for userId
[DEBUG] 2020-02-16 23:10:57.724 [main] PropertyBinder - Building property userId
[DEBUG] 2020-02-16 23:10:57.727 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(user_id)]), userId, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-02-16 23:10:57.728 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(SM_Users), mappingColumn=biography, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-16 23:10:57.728 [main] PropertyBinder - MetadataSourceProcessor property biography with lazy=false
[DEBUG] 2020-02-16 23:10:57.728 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.streammedia.entity.User:biography]
[DEBUG] 2020-02-16 23:10:57.729 [main] SimpleValueBinder - building SimpleValue for biography
[DEBUG] 2020-02-16 23:10:57.729 [main] PropertyBinder - Building property biography
[DEBUG] 2020-02-16 23:10:57.729 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(SM_Users), mappingColumn=birthdate, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-16 23:10:57.729 [main] PropertyBinder - MetadataSourceProcessor property birthdate with lazy=false
[DEBUG] 2020-02-16 23:10:57.729 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.streammedia.entity.User:birthdate]
[DEBUG] 2020-02-16 23:10:57.729 [main] SimpleValueBinder - building SimpleValue for birthdate
[DEBUG] 2020-02-16 23:10:57.729 [main] PropertyBinder - Building property birthdate
[DEBUG] 2020-02-16 23:10:57.729 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(SM_Users), mappingColumn=created_at, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-16 23:10:57.731 [main] PropertyBinder - MetadataSourceProcessor property createdAt with lazy=false
[DEBUG] 2020-02-16 23:10:57.731 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.streammedia.entity.User:createdAt]
[DEBUG] 2020-02-16 23:10:57.731 [main] SimpleValueBinder - building SimpleValue for createdAt
[DEBUG] 2020-02-16 23:10:57.731 [main] PropertyBinder - Building property createdAt
[DEBUG] 2020-02-16 23:10:57.731 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(SM_Users), mappingColumn=email, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-16 23:10:57.732 [main] PropertyBinder - MetadataSourceProcessor property email with lazy=false
[DEBUG] 2020-02-16 23:10:57.732 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.streammedia.entity.User:email]
[DEBUG] 2020-02-16 23:10:57.732 [main] SimpleValueBinder - building SimpleValue for email
[DEBUG] 2020-02-16 23:10:57.732 [main] PropertyBinder - Building property email
[DEBUG] 2020-02-16 23:10:57.732 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(SM_Users), mappingColumn=first_name, insertable=true, updatable=true, unique=false}
